序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1. 这项AI文旅服务容易找到、容易启动，我不需要花费太多时间寻找入口。,2. 第一次使用这项服务时，我很快就学会了基本操作。,3. 这项服务响应及时、运行稳定，很少出现卡顿、掉线或重复操作。,4. 这项服务提供的信息、讲解、识别、推荐或执行结果准确可信。,5. 这项服务与当时的场所、游览流程和我的实际需要相匹配。,6. 这项服务减少了我在游览、参观或住宿中的操作负担，使过程更轻松。,7. 使用过程中，我能自主决定节奏和关注内容，不容易感到困惑或失去控制。,8. 这项服务增强了我对现场空间、展项、故事或目的地的沉浸感。,9. 这项服务使本次体验更有趣，激发了我的好奇心和继续探索的愿望。,10. 这项服务让我与人物、故事、地方或同行者产生了更强的情感联系。,11. 这项服务帮助我理解了具体的历史事件、人物、技艺或文化概念。,12. 这项服务帮助我把零散信息联系到更完整的历史、地域或社会背景中。,13. 体验结束后，我还能回想起至少一个通过这项服务新了解到的具体文化知识点。,14. 这项服务尊重史实和文化语境，能够体现真实的地方特色，没有明显歪曲或过度简化。,15. 体验后，我更愿意继续学习、保护、参与相关文化活动，或向他人介绍这些文化内容。,16. 这项服务提高了我在有限时间内获得有效体验的效率，减少了排队、迷路或无效移动。,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,18. 这项服务增强了我延长停留、参与餐饮/文创/演出等延伸消费或为有价值服务付费的意愿。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,20. 总体而言，这项AI文旅服务明显改善了我的体验，并提升了我对该场所文旅服务价值的认可。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,target_score,raw_q1,raw_q10,raw_q11,raw_q12,raw_q13,raw_q14,raw_q15,raw_q16,raw_q2,raw_q3,raw_q4,raw_q5,raw_q6,raw_q7,raw_q8,raw_q9,raw_q17,raw_q18,raw_q19,raw_q20,valid_items
436,2026/8/7 16:06:16,98秒,微信,,117.84.29.29(江苏-无锡),1,2,3,2,1,2,2,2,1,1,2,1,2,1,2,2,2,3,1,2,无,40.0,35.0,25.0,35.0,33.75,1,1,2,1,2,1,2,2,2,3,2,1,2,2,2,1,2,3,1,2,16
437,2026/8/7 16:06:51,167秒,手机提交,直接访问,60.15.135.16(黑龙江-绥化),1,2,1,3,1,3,2,2,3,3,1,2,2,2,3,1,2,3,2,1,无,35.0,40.0,45.0,40.0,40.0,1,3,1,2,2,2,3,1,2,1,3,1,3,2,2,3,2,3,2,1,16
438,2026/8/7 16:07:04,90秒,微信,,180.117.196.247(江苏-宿迁),1,1,2,2,1,2,1,2,2,1,2,2,3,1,2,1,1,2,1,1,无,30.0,30.0,35.0,35.0,32.25,1,1,2,2,3,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,16
439,2026/8/7 16:07:24,135秒,微信,,180.125.177.179(江苏-连云港),2,2,3,1,1,1,2,2,2,2,2,1,2,1,2,1,1,3,1,1,无,40.0,30.0,35.0,30.0,33.75,2,2,2,1,2,1,2,1,2,3,1,1,1,2,2,2,1,3,1,1,16
440,2026/8/7 16:08:06,112秒,微信,,49.79.192.252(江苏-南通),1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,无,25.0,30.0,30.0,40.0,30.75,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,16
441,2026/8/7 16:08:21,94秒,微信,,121.226.180.134(江苏-宿迁),2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,无,25.0,30.0,30.0,40.0,30.75,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,16
442,2026/8/7 16:08:59,87秒,微信,,114.224.194.156(江苏-无锡),2,1,2,2,1,2,1,2,2,1,2,1,3,2,2,1,1,3,2,1,无,35.0,30.0,30.0,40.0,33.25,2,1,2,1,3,2,2,1,1,2,2,1,2,1,2,2,1,3,2,1,16
443,2026/8/7 16:09:55,107秒,微信,,183.151.251.206(浙江-丽水),1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,2,2,1,1,无,25.0,30.0,25.0,25.0,26.5,1,2,1,1,1,1,1,2,1,1,2,1,1,1,3,1,2,2,1,1,16
444,2026/8/7 16:10:14,80秒,微信,,114.225.228.87(江苏-无锡),2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,无,25.0,25.0,25.0,40.0,28.0,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,16
445,2026/8/7 16:10:43,134秒,微信,,112.192.189.209(四川-泸州),2,1,3,1,2,1,1,1,2,1,2,2,3,2,2,2,2,1,2,1,无,35.0,25.0,35.0,45.0,34.0,2,1,2,2,3,2,2,2,1,3,1,2,1,1,1,2,2,1,2,1,16
446,2026/8/7 16:11:50,100秒,微信,,182.34.16.82(山东-烟台),1,1,2,1,2,2,1,3,1,2,2,2,1,1,2,1,1,2,1,1,无,25.0,40.0,35.0,25.0,32.0,1,2,2,2,1,1,2,1,1,2,1,2,2,1,3,1,1,2,1,1,16
447,2026/8/7 16:12:37,107秒,微信,,111.178.124.91(湖北-孝感),1,2,2,2,1,1,2,3,1,1,2,2,2,1,2,2,1,2,2,1,无,35.0,35.0,30.0,35.0,33.75,1,1,2,2,2,1,2,2,2,2,2,1,1,2,3,1,1,2,2,1,16
448,2026/8/7 16:13:08,119秒,微信,,49.76.40.77(江苏-无锡),1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,无,30.0,35.0,25.0,40.0,32.25,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,16
449,2026/8/7 16:13:23,101秒,微信,,123.182.209.153(河北-邯郸),1,2,3,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,无,35.0,35.0,20.0,25.0,29.25,1,1,1,1,1,1,2,1,2,3,1,1,2,2,2,1,2,2,2,1,16
450,2026/8/7 16:13:40,95秒,微信,,111.178.125.52(湖北-孝感),1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,无,25.0,30.0,30.0,25.0,27.75,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,16
451,2026/8/7 16:14:35,94秒,微信,,140.250.150.62(山东-济南),1,2,2,2,2,2,1,3,2,2,2,2,1,2,1,1,1,2,2,1,无,35.0,40.0,40.0,25.0,35.75,1,2,2,2,1,2,1,1,2,2,2,2,2,1,3,2,1,2,2,1,16
452,2026/8/7 16:16:03,142秒,微信,,120.37.52.127(福建-泉州),2,2,3,2,2,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,无,45.0,40.0,25.0,20.0,33.5,2,1,2,1,1,1,1,1,2,3,2,2,1,2,3,1,1,2,2,2,16
453,2026/8/7 16:17:42,122秒,微信,,114.103.88.70(安徽-池州),2,2,2,1,1,1,1,3,2,1,2,1,2,2,1,2,1,2,1,1,无,35.0,30.0,30.0,35.0,32.25,2,1,2,1,2,2,1,2,2,2,1,1,1,1,3,2,1,2,1,1,16
454,2026/8/7 16:18:32,109秒,微信,,122.241.237.88(浙江-丽水),1,1,1,2,2,1,2,3,2,1,2,1,2,1,1,2,1,1,1,1,无,25.0,40.0,30.0,30.0,31.75,1,1,2,1,2,1,1,2,1,1,2,2,1,2,3,2,1,1,1,1,16
455,2026/8/7 16:20:17,124秒,微信,,175.155.189.82(四川-泸州),1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,无,20.0,25.0,20.0,25.0,22.5,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,16
456,2026/8/7 16:20:43,93秒,微信,,171.40.182.155(湖北-孝感),2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,无,30.0,20.0,35.0,20.0,26.25,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,16
457,2026/8/7 16:20:45,114秒,微信,,114.96.168.211(安徽-淮北),2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,无,40.0,35.0,30.0,35.0,35.0,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,16
458,2026/8/7 16:22:33,118秒,微信,,182.204.181.202(辽宁-锦州),1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,无,30.0,35.0,20.0,25.0,28.0,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,16
459,2026/8/7 16:22:43,101秒,微信,,114.239.212.118(江苏-宿迁),2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,无,35.0,40.0,20.0,25.0,30.75,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,16
460,2026/8/7 16:22:58,76秒,微信,,110.82.6.109(福建-漳州),2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,无,30.0,35.0,30.0,30.0,31.5,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,16
461,2026/8/7 16:24:24,125秒,微信,,58.219.85.68(江苏-无锡),1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,无,35.0,30.0,30.0,25.0,30.25,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,16
462,2026/8/7 16:25:00,133秒,微信,,114.232.13.48(江苏-南通),1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,无,30.0,20.0,40.0,35.0,30.5,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,2,16
463,2026/8/7 16:26:26,110秒,微信,,110.87.250.60(福建-三明),2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,无,35.0,25.0,30.0,25.0,28.75,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,16
464,2026/8/7 16:27:17,82秒,微信,,114.103.80.217(安徽-池州),1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,无,30.0,30.0,30.0,25.0,29.0,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,16
465,2026/8/7 16:27:33,81秒,微信,,114.96.140.52(安徽-淮北),1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,无,30.0,30.0,20.0,30.0,27.5,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,16
466,2026/8/7 16:28:28,70秒,微信,,221.229.20.240(江苏-扬州),1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,无,25.0,30.0,30.0,25.0,27.75,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,16
467,2026/8/7 16:29:46,109秒,微信,,106.110.56.66(江苏-盐城),1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,无,30.0,35.0,30.0,25.0,30.5,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,16
468,2026/8/7 16:29:57,80秒,微信,,175.170.36.189(辽宁-大连),1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,无,20.0,25.0,30.0,25.0,25.0,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,16
469,2026/8/7 16:30:36,94秒,微信,,115.237.43.54(浙江-绍兴),1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,无,35.0,30.0,35.0,30.0,32.5,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,16
470,2026/8/7 16:31:24,124秒,微信,,114.229.62.195(江苏-镇江),2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,无,25.0,25.0,35.0,30.0,28.5,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,16
471,2026/8/7 16:31:25,96秒,微信,,111.72.195.130(江西-鹰潭),1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,无,20.0,30.0,25.0,20.0,24.25,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,16
472,2026/8/7 16:32:42,99秒,微信,,110.81.94.166(福建-泉州),2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,无,35.0,30.0,25.0,30.0,30.0,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,16
473,2026/8/7 16:32:46,138秒,微信,,182.204.176.57(辽宁-锦州),1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,无,25.0,30.0,25.0,20.0,25.5,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,16
474,2026/8/7 16:33:26,89秒,微信,,49.82.52.43(江苏-淮安),2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,无,30.0,30.0,35.0,30.0,31.25,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,16
475,2026/8/7 16:33:56,100秒,微信,,125.89.41.150(广东-珠海),1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,无,35.0,25.0,30.0,30.0,29.75,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,16
476,2026/8/7 16:34:18,80秒,微信,,115.213.235.4(浙江-丽水),1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,无,35.0,35.0,20.0,30.0,30.25,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,16
477,2026/8/7 16:34:55,96秒,微信,,60.174.1.211(安徽-池州),1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,无,25.0,25.0,30.0,35.0,28.25,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,16
478,2026/8/7 16:35:16,79秒,微信,,117.30.223.227(福建-厦门),2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,无,35.0,35.0,20.0,25.0,29.25,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,16
479,2026/8/7 16:35:49,85秒,微信,,59.61.211.238(福建-泉州),1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,无,30.0,25.0,25.0,35.0,28.25,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,1,16
480,2026/8/7 16:36:40,109秒,微信,,180.118.126.198(江苏-镇江),1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,30.0,20.0,20.0,23.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,16
481,2026/8/7 16:37:40,128秒,微信,,119.132.112.37(广东-珠海),2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,无,40.0,20.0,25.0,20.0,26.25,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,16
482,2026/8/7 16:38:18,102秒,微信,,180.105.171.103(江苏-连云港),1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,无,30.0,25.0,25.0,25.0,26.25,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,16
483,2026/8/7 16:38:23,134秒,微信,,140.250.147.221(山东-济南),2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,无,30.0,25.0,20.0,25.0,25.0,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,16
484,2026/8/7 16:39:16,98秒,微信,,180.125.38.99(江苏-淮安),2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,无,30.0,25.0,25.0,20.0,25.25,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,16
485,2026/8/7 16:40:43,88秒,微信,,112.195.46.24(四川-泸州),2,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,无,35.0,25.0,25.0,20.0,26.5,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,16
486,2026/8/7 16:42:14,81秒,微信,,183.7.121.80(广东-汕头),2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,无,25.0,35.0,20.0,20.0,25.75,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,16
487,2026/8/7 16:42:21,123秒,微信,,123.180.164.246(河北-承德),1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,无,30.0,25.0,25.0,25.0,26.25,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,1,16
488,2026/8/7 16:43:17,98秒,微信,,123.182.209.180(河北-邯郸),2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,无,30.0,25.0,20.0,20.0,24.0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,16
489,2026/8/7 16:43:53,97秒,微信,,180.112.239.76(江苏-无锡),2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,无,35.0,30.0,20.0,30.0,28.75,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,16
490,2026/8/7 16:44:27,90秒,微信,,111.226.102.1(河北-邯郸),1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,无,20.0,30.0,20.0,25.0,24.0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,16
491,2026/8/7 16:45:40,107秒,微信,,123.182.209.187(河北-邯郸),2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,无,35.0,35.0,25.0,20.0,29.5,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,16
492,2026/8/7 16:46:00,71秒,微信,,180.112.239.99(江苏-无锡),2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,无,30.0,25.0,30.0,25.0,27.5,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,16
493,2026/8/7 16:47:41,131秒,微信,,113.124.221.170(山东-烟台),2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,无,30.0,20.0,25.0,25.0,24.75,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,16
494,2026/8/7 16:48:06,115秒,微信,,114.103.88.143(安徽-池州),2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,无,30.0,30.0,20.0,20.0,25.5,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,16
495,2026/8/7 16:48:58,111秒,微信,,27.157.128.224(福建-三明),1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,无,30.0,20.0,30.0,25.0,26.0,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,16
496,2026/8/7 16:49:53,115秒,微信,,112.195.46.247(四川-泸州),2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,无,30.0,25.0,20.0,20.0,24.0,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,16
497,2026/8/7 16:50:30,90秒,微信,,180.127.226.103(江苏-连云港),2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,无,30.0,25.0,25.0,30.0,27.25,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,16
498,2026/8/7 16:51:47,123秒,微信,,119.41.197.66(海南-三亚),2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,无,30.0,20.0,30.0,25.0,26.0,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16
499,2026/8/7 16:52:13,89秒,微信,,111.72.197.124(江西-鹰潭),2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,无,25.0,30.0,25.0,25.0,26.5,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,16
500,2026/8/7 16:53:33,84秒,微信,,114.223.219.92(江苏-无锡),2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,25.0,20.0,25.0,23.75,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,16
501,2026/8/7 16:55:08,103秒,微信,,116.1.7.50(广西-桂林),2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,无,30.0,20.0,25.0,20.0,23.75,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,16
502,2026/8/7 16:55:16,90秒,微信,,27.150.86.68(福建-三明),2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,无,25.0,20.0,30.0,25.0,24.75,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,16
503,2026/8/7 16:58:12,99秒,微信,,111.72.193.39(江西-鹰潭),2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,无,30.0,25.0,20.0,20.0,24.0,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,16
504,2026/8/7 16:58:51,101秒,微信,,117.92.152.59(江苏-连云港),2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,25.0,20.0,25.0,23.75,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,16
505,2026/8/7 17:00:11,103秒,微信,,183.164.227.185(安徽-淮北),2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,25.0,20.0,20.0,20.0,21.25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
506,2026/8/7 17:00:32,105秒,微信,,218.86.16.44(福建-漳州),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,20.0,20.0,20.0,25.0,21.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
507,2026/8/7 17:00:47,87秒,微信,,171.42.100.214(湖北-孝感),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,20.0,20.0,20.0,25.0,21.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
508,2026/8/7 17:02:16,102秒,微信,,110.85.185.166(福建-漳州),2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,20.0,20.0,25.0,22.25,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
509,2026/8/7 17:03:04,125秒,微信,,114.223.219.75(江苏-无锡),2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,25.0,20.0,25.0,23.75,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,16
510,2026/8/7 17:03:11,79秒,微信,,120.34.197.151(福建-南平),2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,25.0,20.0,25.0,23.75,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,16
511,2026/8/7 17:03:49,112秒,微信,,220.161.240.206(福建-宁德),2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,25.0,20.0,25.0,23.75,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,16
512,2026/8/7 17:04:01,88秒,微信,,223.104.194.206(山东-济南),1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,无,25.0,25.0,30.0,30.0,27.25,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,16
513,2026/8/7 17:04:41,124秒,微信,,219.131.191.219(广东-珠海),2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,25.0,20.0,20.0,25.0,22.25,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
514,2026/8/7 17:05:30,98秒,微信,,111.72.197.127(江西-鹰潭),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
515,2026/8/7 17:06:32,37秒,微信,,223.104.194.114(山东-济南),1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,好,30.0,35.0,35.0,35.0,33.75,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,16
516,2026/8/7 17:07:02,85秒,微信,,222.184.87.237(江苏-淮安),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
517,2026/8/7 17:07:28,135秒,微信,,123.55.162.65(河南-三门峡),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,无,20.0,20.0,20.0,25.0,21.0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,16
518,2026/8/7 17:08:20,102秒,微信,,183.166.4.43(安徽-淮南),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
519,2026/8/7 17:09:35,81秒,微信,,123.182.215.238(河北-邯郸),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
520,2026/8/7 17:10:05,77秒,微信,,114.223.191.97(江苏-无锡),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
521,2026/8/7 17:12:57,135秒,微信,,115.213.244.144(浙江-丽水),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
522,2026/8/7 17:15:18,99秒,微信,,117.95.182.127(江苏-宿迁),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
523,2026/8/7 17:15:44,70秒,微信,,218.74.87.167(浙江-丽水),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
524,2026/8/7 17:16:54,78秒,微信,,49.66.196.236(江苏-无锡),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
525,2026/8/7 17:16:54,108秒,微信,,116.7.173.58(广东-珠海),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,无,20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
